Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,3,Passenger 869,male,4.0,1,1,T00869,11.1333,,S
0,3,Passenger 870,male,26.0,0,0,T00870,7.8958,,S
1,1,Passenger 871,female,47.0,1,1,T00871,52.5542,D,S
0,1,Passenger 872,male,33.0,0,0,T00872,5.0,B,S
0,3,Passenger 873,male,47.0,0,0,T00873,9.0,,S
1,2,Passenger 874,female,28.0,1,0,T00874,24.0,,C
1,3,Passenger 875,female,15.0,0,0,T00875,7.225,,C
0,3,Passenger 876,male,20.0,0,0,T00876,9.8458,,S
0,3,Passenger 877,male,19.0,0,0,T00877,7.8958,,S
0,3,Passenger 878,male,,0,0,T00878,7.8958,,S
1,1,Passenger 879,female,56.0,0,1,T00879,83.1583,C,C
1,2,Passenger 880,female,25.0,0,1,T00880,26.0,,S
0,3,Passenger 881,male,33.0,0,0,T00881,7.8958,,S
0,3,Passenger 882,female,22.0,0,0,T00882,10.5167,,S
0,2,Passenger 883,male,28.0,0,0,T00883,10.5,,S
0,3,Passenger 884,male,25.0,0,0,T00884,7.05,,S
0,3,Passenger 885,female,39.0,0,5,T00885,29.125,,Q
0,2,Passenger 886,male,27.0,0,0,T00886,13.0,,S
1,1,Passenger 887,female,19.0,0,0,T00887,30.0,B,S
0,3,Passenger 888,female,,1,2,T00888,23.45,,S
1,1,Passenger 889,male,26.0,0,0,T00889,30.0,C,C
0,3,Passenger 890,male,32.0,0,0,T00890,7.75,,Q
